family	hexa_id	diet
Unidentified	H_1035_Coleoptera_Coleoptera	unidentified
Ichneumonidae	H_1036_Hymenoptera_Ichneumonidae	predatory/parasitic
Lycaenidae	H_1038_Lepidoptera_Pseudozizeeria.maha	herbivorous
Gryllidae	H_1039_Orthoptera_Loxoblemmus	variable
Sciaridae	H_1040_Diptera_Sciaridae	detritivorous
Dolichopodidae	H_1041_Diptera_Chrysotus	variable
Unidentified	H_1042_Lepidoptera_Lepidoptera	unidentified
Noctuidae	H_1043_Lepidoptera_Noctuidae	herbivorous
Unidentified	H_1044_Diptera_Diptera	unidentified
Nymphalidae	H_1046_Lepidoptera_Vanessa.cardui	herbivorous
Cecidomyiidae	H_1048_Diptera_Cecidomyiidae	variable
Cecidomyiidae	H_1049_Diptera_Cecidomyiidae	variable
Cecidomyiidae	H_1050_Diptera_Lestodiplosis	variable
Cicadellidae	H_1051_Hemiptera_Cicadellidae	herbivorous
Cecidomyiidae	H_1052_Diptera_Cecidomyiidae	variable
Unidentified	H_1053_Coleoptera_Coleoptera	unidentified
Phoridae	H_1054_Diptera_Phoridae	variable
Cecidomyiidae	H_1055_Diptera_Cecidomyiidae	variable
Ceraphronidae	H_1056_Hymenoptera_Ceraphronidae	predatory/parasitic
Unidentified	H_1057_Lepidoptera_Lepidoptera	unidentified
Unidentified	H_1058_Hemiptera_Hemiptera	unidentified
Sciaridae	H_1059_Diptera_Bradysia	detritivorous
Sphaeroceridae	H_1060_Diptera_Sphaeroceridae	detritivorous
Cecidomyiidae	H_1061_Diptera_Cecidomyiidae	variable
Unidentified	H_1063_Diptera_Diptera	unidentified
Sciaridae	H_1064_Diptera_Corynoptera	detritivorous
Sciaridae	H_1065_Diptera_Sciaridae	detritivorous
Aphididae	H_1066_Hemiptera_Aphididae	herbivorous
Reduviidae	H_1067_Hemiptera_Sphedanolestes	predatory/parasitic
Unidentified	H_1068_Collembola_Collembola	unidentified
Cecidomyiidae	H_1070_Diptera_Lestodiplosis	variable
Tettigoniidae	H_1072_Orthoptera_Tettigoniidae	variable
Geometridae	H_1073_Lepidoptera_Geometridae	herbivorous
Cecidomyiidae	H_1075_Diptera_Cecidomyiidae	variable
Cecidomyiidae	H_1076_Diptera_Cecidomyiidae	variable
Isotomidae	H_1079_Collembola_Isotomidae	detritivorous
Formicidae	H_1080_Hymenoptera_Formica.cunicularia	predatory/parasitic
Chrysomelidae	H_1081_Coleoptera_Chrysomelidae	herbivorous
Entomobryidae	H_1082_Collembola_Homidia	detritivorous
Cecidomyiidae	H_1083_Diptera_Cecidomyiidae	variable
Formicidae	H_1084_Hymenoptera_Formica	predatory/parasitic
Latridiidae	H_1085_Coleoptera_Cortinicara	detritivorous
Thripidae	H_1086_Thysanoptera_Thripidae	herbivorous
Unidentified	H_1088_Diptera_Diptera	unidentified
Unidentified	H_1089_Diptera_Diptera	unidentified
Unidentified	H_1090_Lepidoptera_Lepidoptera	unidentified
Cecidomyiidae	H_1091_Diptera_Cecidomyiidae	variable
Unidentified	H_1092_Hymenoptera_Hymenoptera	unidentified
Sciaridae	H_1093_Diptera_Corynoptera	detritivorous
Formicidae	H_1096_Hymenoptera_Formicidae	predatory/parasitic
Formicidae	H_1097_Hymenoptera_Formica	predatory/parasitic
Unidentified	H_1098_Diptera_Diptera	unidentified
Cicadellidae	H_1099_Hemiptera_Cicadellidae	herbivorous
Formicidae	H_1100_Hymenoptera_Formica	predatory/parasitic
Lycaenidae	H_1102_Lepidoptera_Lycaenidae	herbivorous
Caeciliusidae	H_1103_Psocoptera_Caeciliusidae	detritivorous
Ceraphronidae	H_1104_Hymenoptera_Ceraphron	predatory/parasitic
Aphelinidae	H_1105_Hymenoptera_Aphelinus	predatory/parasitic
Cecidomyiidae	H_1107_Diptera_Cecidomyiidae	variable
Cecidomyiidae	H_1109_Diptera_Cecidomyiidae	variable
Chrysomelidae	H_1110_Coleoptera_Chrysomelidae	herbivorous
Unidentified	H_1112_Diptera_Diptera	unidentified
Noctuidae	H_1114_Lepidoptera_Noctuidae	herbivorous
Unidentified	H_1115_Psocoptera_Psocoptera	unidentified
Tettigoniidae	H_1117_Orthoptera_Tettigoniidae	variable
Tettigoniidae	H_1118_Orthoptera_Tettigoniidae	variable
Formicidae	H_1119_Hymenoptera_Formica	predatory/parasitic
Phoridae	H_1120_Diptera_Megaselia	variable
Gelechiidae	H_1122_Lepidoptera_Gelechiidae	herbivorous
Unidentified	H_1124_Diptera_Diptera	unidentified
Cecidomyiidae	H_1126_Diptera_Cecidomyiidae	variable
Unidentified	H_1127_Isopoda_Isopoda	unidentified
Formicidae	H_1128_Hymenoptera_Formica	predatory/parasitic
Cecidomyiidae	H_1130_Diptera_Cecidomyiidae	variable
Gryllidae	H_1132_Orthoptera_Trigonidium	variable
Unidentified	H_1133_Lepidoptera_Lepidoptera	unidentified
Entomobryidae	H_1134_Collembola_Homidia	detritivorous
Cecidomyiidae	H_1136_Diptera_Cecidomyiidae	variable
Unidentified	H_1137_Lepidoptera_Lepidoptera	unidentified
Braconidae	H_1139_Hymenoptera_Braconidae	predatory/parasitic
Cecidomyiidae	H_1140_Diptera_Cecidomyiidae	variable
Formicidae	H_1142_Hymenoptera_Formica	predatory/parasitic
Chironomidae	H_1143_Diptera_Chironomidae	detritivorous
Unidentified	H_1144_Hemiptera_Hemiptera	unidentified
Cicadellidae	H_1145_Hemiptera_Cicadellidae	herbivorous
Formicidae	H_1146_Hymenoptera_Formica	predatory/parasitic
Delphacidae	H_1147_Hemiptera_Delphacidae	herbivorous
Cecidomyiidae	H_1148_Diptera_Cecidomyiidae	variable
Sciaridae	H_1149_Diptera_Sciaridae	detritivorous
Unidentified	H_1150_Collembola_Collembola	unidentified
Unidentified	H_1151_Hemiptera_Hemiptera	unidentified
Aphididae	H_1152_Hemiptera_Aphididae	herbivorous
Sciaridae	H_1153_Diptera_Sciaridae	detritivorous
Sciaridae	H_1154_Diptera_Sciaridae	detritivorous
Unidentified	H_1155_Lepidoptera_Lepidoptera	unidentified
Unidentified	H_1156_Coleoptera_Coleoptera	unidentified
Aphididae	H_1158_Hemiptera_Aphididae	herbivorous
Noctuidae	H_1159_Lepidoptera_Helicoverpa	herbivorous
Aphididae	H_1160_Hemiptera_Aphididae	herbivorous
Diapriidae	H_1161_Hymenoptera_Diapriidae	predatory/parasitic
Cecidomyiidae	H_1162_Diptera_Lestodiplosis	variable
Cecidomyiidae	H_1163_Diptera_Cecidomyiidae	variable
Formicidae	H_1164_Hymenoptera_Formica	predatory/parasitic
Tettigoniidae	H_1165_Orthoptera_Conocephalus	variable
Unidentified	H_1166_Orthoptera_Orthoptera	unidentified
Formicidae	H_1167_Hymenoptera_Formica	predatory/parasitic
Sciaridae	H_1168_Diptera_Corynoptera	detritivorous
Formicidae	H_1169_Hymenoptera_Formica	predatory/parasitic
Anoeciidae	H_1170_Hemiptera_Anoecia	herbivorous
Formicidae	H_1171_Hymenoptera_Formica	predatory/parasitic
Unidentified	H_1172_Thysanoptera_Thysanoptera	unidentified
Formicidae	H_1173_Hymenoptera_Formica	predatory/parasitic
Formicidae	H_1174_Hymenoptera_Formica	predatory/parasitic
Formicidae	H_1175_Hymenoptera_Formica	predatory/parasitic
Unidentified	H_1176_Diptera_Diptera	unidentified
Cecidomyiidae	H_1177_Diptera_Cecidomyiidae	variable
Unidentified	H_1178_Diptera_Diptera	unidentified
Chironomidae	H_1182_Diptera_Chironomus	detritivorous
Unidentified	H_1184_Lepidoptera_Lepidoptera	unidentified
Unidentified	H_1185_Coleoptera_Coleoptera	unidentified
Culicidae	H_1186_Diptera_Culicidae	predatory/parasitic
Aphididae	H_1187_Hemiptera_Aphididae	herbivorous
Unidentified	H_1188_Diptera_Diptera	unidentified
Unidentified	H_1190_Hemiptera_Hemiptera	unidentified
Cicadellidae	H_1191_Hemiptera_Cicadellidae	herbivorous
Cicadellidae	H_1192_Hemiptera_Cicadellidae	herbivorous
Unidentified	H_1193_Hemiptera_Hemiptera	unidentified
Tettigoniidae	H_1194_Orthoptera_Conocephalus.maculatus	variable
Chironomidae	H_1195_Diptera_Chironomus	detritivorous
Aphididae	H_1196_Hemiptera_Acyrthosiphon.pisum	herbivorous
Aphididae	H_1198_Hemiptera_Aphis	herbivorous
Unidentified	H_1199_Collembola_Collembola	unidentified
Drosophilidae	H_1200_Diptera_Drosophilidae	variable
Aphididae	H_1202_Hemiptera_Aphididae	herbivorous
Culicidae	H_1203_Diptera_Culicidae	predatory/parasitic
Phoridae	H_1204_Diptera_Megaselia	variable
Aphididae	H_1205_Hemiptera_Aphididae	herbivorous
Formicidae	H_1206_Hymenoptera_Formica	predatory/parasitic
Entomobryidae	H_1207_Collembola_Homidia	detritivorous
Cecidomyiidae	H_1208_Diptera_Cecidomyiidae	variable
Unidentified	H_1209_Diptera_Diptera	unidentified
Sciaridae	H_1211_Diptera_Sciaridae	detritivorous
Entomobryidae	H_1212_Collembola_Homidia	detritivorous
Sciaridae	H_1213_Diptera_Sciaridae	detritivorous
Unidentified	H_1214_Neuroptera_Neuroptera	unidentified
Chironomidae	H_1215_Diptera_Chironomus	detritivorous
Unidentified	H_1218_Diptera_Diptera	unidentified
Ceratopogonidae	H_1219_Diptera_Forcipomyia	predatory/parasitic
Cicadellidae	H_1220_Hemiptera_Cicadellidae	herbivorous
Cerambycidae	H_1221_Coleoptera_Anoplophora.glabripennis	herbivorous
Aphididae	H_1222_Hemiptera_Aphididae	herbivorous
Formicidae	H_1223_Hymenoptera_Nylanderia	predatory/parasitic
