species	Seq.No.	date	month	male	age	bodysize	No.	order	Family	genus	species.y	ecology
チュウガタシロカネグモ	S44_S_476	2018.07.20-028	7	-	-	5.13	7	Araneae	Tetragnathidae	Leucauge	Leucauge_blanda	web-weaving
チュウガタシロカネグモ	S44_S_481	2018.07.20-033	7	-	-	2.96	7	Araneae	Tetragnathidae	Leucauge	Leucauge_blanda	web-weaving
チュウガタシロカネグモ	S44_S_483	2018.07.20-035	7	-	-	6.32	7	Araneae	Tetragnathidae	Leucauge	Leucauge_blanda	web-weaving
チュウガタシロカネグモ	S44_S_495	2018.07.20-047	7	-	-	4.83	7	Araneae	Tetragnathidae	Leucauge	Leucauge_blanda	web-weaving
チュウガタシロカネグモ	S44_S_502	2018.07.20-054	7	-	-	4.61	7	Araneae	Tetragnathidae	Leucauge	Leucauge_blanda	web-weaving
チュウガタシロカネグモ	S44_S_503	2018.07.20-055	7	-	-	4.33	7	Araneae	Tetragnathidae	Leucauge	Leucauge_blanda	web-weaving
チュウガタシロカネグモ	S44_S_504	2018.07.20-056	7	-	-	3.34	7	Araneae	Tetragnathidae	Leucauge	Leucauge_blanda	web-weaving
チュウガタシロカネグモ	S44_S_508	2018.07.20-060	7	-	-	4.31	7	Araneae	Tetragnathidae	Leucauge	Leucauge_blanda	web-weaving
チュウガタシロカネグモ	S44_S_513	2018.07.20-065	7	-	-	4.92	7	Araneae	Tetragnathidae	Leucauge	Leucauge_blanda	web-weaving
チュウガタシロカネグモ	S44_S_514	2018.07.20-066	7	-	-	5.13	7	Araneae	Tetragnathidae	Leucauge	Leucauge_blanda	web-weaving
チュウガタシロカネグモ	S44_S_516	2018.07.20-068	7	-	-	2.82	7	Araneae	Tetragnathidae	Leucauge	Leucauge_blanda	web-weaving
チュウガタシロカネグモ	S44_S_518	2018.07.20-070	7	-	-	5.75	7	Araneae	Tetragnathidae	Leucauge	Leucauge_blanda	web-weaving
チュウガタシロカネグモ	S44_S_524	2018.07.20-076	7	-	-	4.28	7	Araneae	Tetragnathidae	Leucauge	Leucauge_blanda	web-weaving
チュウガタシロカネグモ	S44_S_535	2018.07.20-087	7	-	-	4.07	7	Araneae	Tetragnathidae	Leucauge	Leucauge_blanda	web-weaving
チュウガタシロカネグモ	S44_S_536	2018.07.20-088	7	-	-	3.24	7	Araneae	Tetragnathidae	Leucauge	Leucauge_blanda	web-weaving
チュウガタシロカネグモ	S44_S_539	2018.07.27-003	7	-	-	3.5	7	Araneae	Tetragnathidae	Leucauge	Leucauge_blanda	web-weaving
チュウガタシロカネグモ	S44_S_541	2018.07.27-005	7	-	-	2.96	7	Araneae	Tetragnathidae	Leucauge	Leucauge_blanda	web-weaving
チュウガタシロカネグモ	S44_S_550	2018.07.27-014	7	-	-	4.8	7	Araneae	Tetragnathidae	Leucauge	Leucauge_blanda	web-weaving
チュウガタシロカネグモ	S44_S_551	2018.07.27-015	7	-	-	8.04	7	Araneae	Tetragnathidae	Leucauge	Leucauge_blanda	web-weaving
チュウガタシロカネグモ	S44_S_552	2018.07.27-016	7	-	-	3.97	7	Araneae	Tetragnathidae	Leucauge	Leucauge_blanda	web-weaving
チュウガタシロカネグモ	S44_S_557	2018.07.27-021	7	-	-	7.64	7	Araneae	Tetragnathidae	Leucauge	Leucauge_blanda	web-weaving
チュウガタシロカネグモ	S44_S_561	2018.07.27-025	7	-	-	4.42	7	Araneae	Tetragnathidae	Leucauge	Leucauge_blanda	web-weaving
チュウガタシロカネグモ	S44_S_575	2018.07.27-039	7	-	-	3.26	7	Araneae	Tetragnathidae	Leucauge	Leucauge_blanda	web-weaving
チュウガタシロカネグモ	S44_S_576	2018.07.27-040	7	-	-	6.17	7	Araneae	Tetragnathidae	Leucauge	Leucauge_blanda	web-weaving
チュウガタシロカネグモ	S44_S_577	2018.07.27-041	7	-	-	4.23	7	Araneae	Tetragnathidae	Leucauge	Leucauge_blanda	web-weaving
チュウガタシロカネグモ	S44_S_585	2018.07.27-049	7	-	-	6.5	7	Araneae	Tetragnathidae	Leucauge	Leucauge_blanda	web-weaving
チュウガタシロカネグモ	S44_S_586	2018.07.27-050	7	-	-	2.88	7	Araneae	Tetragnathidae	Leucauge	Leucauge_blanda	web-weaving
チュウガタシロカネグモ	S44_S_587	2018.07.27-051	7	-	-	4.73	7	Araneae	Tetragnathidae	Leucauge	Leucauge_blanda	web-weaving
チュウガタシロカネグモ	S44_S_592	2018.07.27-056	7	-	-	6.93	7	Araneae	Tetragnathidae	Leucauge	Leucauge_blanda	web-weaving
チュウガタシロカネグモ	S44_S_595	2018.07.27-059	7	-	-	5.89	7	Araneae	Tetragnathidae	Leucauge	Leucauge_blanda	web-weaving
チュウガタシロカネグモ	S44_S_652	2018.08.20-052	8	-	-	6.5	7	Araneae	Tetragnathidae	Leucauge	Leucauge_blanda	web-weaving
チュウガタシロカネグモ	S44_S_658	2018.08.20-058	8	-	-	5.46	7	Araneae	Tetragnathidae	Leucauge	Leucauge_blanda	web-weaving
チュウガタシロカネグモ	S44_S_685	2018.08.21-005	8	-	-	5.39	7	Araneae	Tetragnathidae	Leucauge	Leucauge_blanda	web-weaving
チュウガタシロカネグモ	S44_S_686	2018.08.21-006	8	-	-	6.1	7	Araneae	Tetragnathidae	Leucauge	Leucauge_blanda	web-weaving
チュウガタシロカネグモ	S44_S_687	2018.08.21-007	8	-	-	5.91	7	Araneae	Tetragnathidae	Leucauge	Leucauge_blanda	web-weaving
チュウガタシロカネグモ	S44_S_688	2018.08.21-008	8	-	-	3.33	7	Araneae	Tetragnathidae	Leucauge	Leucauge_blanda	web-weaving
チュウガタシロカネグモ	S44_S_695	2018.08.21-015	8	-	-	8.35	7	Araneae	Tetragnathidae	Leucauge	Leucauge_blanda	web-weaving
チュウガタシロカネグモ	S44_S_702	2018.08.21-022	8	-	-	4.4	7	Araneae	Tetragnathidae	Leucauge	Leucauge_blanda	web-weaving
チュウガタシロカネグモ	S44_S_711	2018.08.21-031	8	-	-	8.51	7	Araneae	Tetragnathidae	Leucauge	Leucauge_blanda	web-weaving
チュウガタシロカネグモ	S44_S_714	2018.08.21-034	8	-	-	5.65	7	Araneae	Tetragnathidae	Leucauge	Leucauge_blanda	web-weaving
チュウガタシロカネグモ	S44_S_728	2018.08.21-048	8	-	-	6.55	7	Araneae	Tetragnathidae	Leucauge	Leucauge_blanda	web-weaving
チュウガタシロカネグモ	S44_S_732	2018.08.22-004	8	-	-	8.61	7	Araneae	Tetragnathidae	Leucauge	Leucauge_blanda	web-weaving
チュウガタシロカネグモ	S44_S_736	2018.08.22-008	8	-	-	7.09	7	Araneae	Tetragnathidae	Leucauge	Leucauge_blanda	web-weaving
チュウガタシロカネグモ	S44_S_755	2018.08.22-027	8	-	-	5.39	7	Araneae	Tetragnathidae	Leucauge	Leucauge_blanda	web-weaving
チュウガタシロカネグモ	S44_S_762	2018.08.22-034	8	-	-	7.92	7	Araneae	Tetragnathidae	Leucauge	Leucauge_blanda	web-weaving
チュウガタシロカネグモ	S44_S_765	2018.08.22-037	8	-	-	6.83	7	Araneae	Tetragnathidae	Leucauge	Leucauge_blanda	web-weaving
チュウガタシロカネグモ	S43_S_074	2018.09.13-002	9	1	4	4.61	7	Araneae	Tetragnathidae	Leucauge	Leucauge_blanda	web-weaving
チュウガタシロカネグモ	S43_S_606	2018.11.12-022	11	2	2	2.7	7	Araneae	Tetragnathidae	Leucauge	Leucauge_blanda	web-weaving
チュウガタシロカネグモ	S43_S_614	2018.11.12-030	11	2	2	2.53	7	Araneae	Tetragnathidae	Leucauge	Leucauge_blanda	web-weaving
チュウガタシロカネグモ	S43_S_631	2018.11.12-047	11	2	2	2.82	7	Araneae	Tetragnathidae	Leucauge	Leucauge_blanda	web-weaving
チュウガタシロカネグモ	S43_S_705	2018.11.13-041	11	2	2	2.51	7	Araneae	Tetragnathidae	Leucauge	Leucauge_blanda	web-weaving
チュウガタシロカネグモ	S44_S_244	2018.07.17-020	7	-	-	3.9	7	Araneae	Tetragnathidae	Leucauge	Leucauge_blanda	web-weaving
チュウガタシロカネグモ	S44_S_245	2018.07.17-021	7	-	-	4.42	7	Araneae	Tetragnathidae	Leucauge	Leucauge_blanda	web-weaving
チュウガタシロカネグモ	S44_S_252	2018.07.17-028	7	-	-	2.7	7	Araneae	Tetragnathidae	Leucauge	Leucauge_blanda	web-weaving
チュウガタシロカネグモ	S44_S_257	2018.07.17-033	7	-	-	4.94	7	Araneae	Tetragnathidae	Leucauge	Leucauge_blanda	web-weaving
チュウガタシロカネグモ	S44_S_258	2018.07.17-034	7	-	-	4.11	7	Araneae	Tetragnathidae	Leucauge	Leucauge_blanda	web-weaving
チュウガタシロカネグモ	S44_S_386	2018.07.19-010	7	-	-	4.31	7	Araneae	Tetragnathidae	Leucauge	Leucauge_blanda	web-weaving
チュウガタシロカネグモ	S44_S_392	2018.07.19-016	7	-	-	6.58	7	Araneae	Tetragnathidae	Leucauge	Leucauge_blanda	web-weaving
チュウガタシロカネグモ	S44_S_399	2018.07.19-023	7	-	-	2.54	7	Araneae	Tetragnathidae	Leucauge	Leucauge_blanda	web-weaving
チュウガタシロカネグモ	S44_S_267	2018.07.17-043	7	-	-	3.14	7	Araneae	Tetragnathidae	Leucauge	Leucauge_blanda	web-weaving
チュウガタシロカネグモ	S44_S_271	2018.07.17-047	7	-	-	5.18	7	Araneae	Tetragnathidae	Leucauge	Leucauge_blanda	web-weaving
チュウガタシロカネグモ	S44_S_275	2018.07.17-051	7	-	-	5.25	7	Araneae	Tetragnathidae	Leucauge	Leucauge_blanda	web-weaving
チュウガタシロカネグモ	S44_S_277	2018.07.17-053	7	-	-	3.62	7	Araneae	Tetragnathidae	Leucauge	Leucauge_blanda	web-weaving
チュウガタシロカネグモ	S44_S_283	2018.07.17-059	7	-	-	3.24	7	Araneae	Tetragnathidae	Leucauge	Leucauge_blanda	web-weaving
チュウガタシロカネグモ	S44_S_286	2018.07.17-062	7	-	-	3.4	7	Araneae	Tetragnathidae	Leucauge	Leucauge_blanda	web-weaving
チュウガタシロカネグモ	S44_S_288	2018.07.17-064	7	-	-	4.73	7	Araneae	Tetragnathidae	Leucauge	Leucauge_blanda	web-weaving
チュウガタシロカネグモ	S44_S_289	2018.07.17-065	7	-	-	3	7	Araneae	Tetragnathidae	Leucauge	Leucauge_blanda	web-weaving
チュウガタシロカネグモ	S44_S_323	2018.07.17-099	7	-	-	3.85	7	Araneae	Tetragnathidae	Leucauge	Leucauge_blanda	web-weaving
チュウガタシロカネグモ	S44_S_324	2018.07.17-100	7	-	-	2.93	7	Araneae	Tetragnathidae	Leucauge	Leucauge_blanda	web-weaving
チュウガタシロカネグモ	S45_S_011	2018.04.17-011	4	2	2	-	7	Araneae	Tetragnathidae	Leucauge	Leucauge_blanda	web-weaving
チュウガタシロカネグモ	S44_S_338	2018.07.17-114	7	-	-	3.85	7	Araneae	Tetragnathidae	Leucauge	Leucauge_blanda	web-weaving
チュウガタシロカネグモ	S44_S_339	2018.07.17-115	7	-	-	3.38	7	Araneae	Tetragnathidae	Leucauge	Leucauge_blanda	web-weaving
チュウガタシロカネグモ	S44_S_340	2018.07.17-116	7	-	-	4.14	7	Araneae	Tetragnathidae	Leucauge	Leucauge_blanda	web-weaving
チュウガタシロカネグモ	S44_S_345	2018.07.17-121	7	-	-	3.64	7	Araneae	Tetragnathidae	Leucauge	Leucauge_blanda	web-weaving
チュウガタシロカネグモ	S44_S_347	2018.07.17-123	7	-	-	4.18	7	Araneae	Tetragnathidae	Leucauge	Leucauge_blanda	web-weaving
チュウガタシロカネグモ	S44_S_354	2018.07.17-130	7	-	-	3.19	7	Araneae	Tetragnathidae	Leucauge	Leucauge_blanda	web-weaving
チュウガタシロカネグモ	S44_S_317	2018.07.17-093	7	-	-	5.46	7	Araneae	Tetragnathidae	Leucauge	Leucauge_blanda	web-weaving
チュウガタシロカネグモ	S44_S_318	2018.07.17-094	7	-	-	3.95	7	Araneae	Tetragnathidae	Leucauge	Leucauge_blanda	web-weaving
チュウガタシロカネグモ	S44_S_320	2018.07.17-096	7	-	-	4.68	7	Araneae	Tetragnathidae	Leucauge	Leucauge_blanda	web-weaving
チュウガタシロカネグモ	S44_S_322	2018.07.17-098	7	-	-	4.66	7	Araneae	Tetragnathidae	Leucauge	Leucauge_blanda	web-weaving
チュウガタシロカネグモ	S44_S_371	2018.07.17-147	7	-	-	3.14	7	Araneae	Tetragnathidae	Leucauge	Leucauge_blanda	web-weaving
チュウガタシロカネグモ	S44_S_373	2018.07.17-149	7	-	-	3.71	7	Araneae	Tetragnathidae	Leucauge	Leucauge_blanda	web-weaving
チュウガタシロカネグモ	S44_S_337	2018.07.17-113	7	-	-	3.64	7	Araneae	Tetragnathidae	Leucauge	Leucauge_blanda	web-weaving
チュウガタシロカネグモ	S44_S_404	2018.07.19-028	7	-	-	5.07	7	Araneae	Tetragnathidae	Leucauge	Leucauge_blanda	web-weaving
チュウガタシロカネグモ	S44_S_409	2018.07.19-033	7	-	-	5.14	7	Araneae	Tetragnathidae	Leucauge	Leucauge_blanda	web-weaving
チュウガタシロカネグモ	S44_S_356	2018.07.17-132	7	-	-	3.22	7	Araneae	Tetragnathidae	Leucauge	Leucauge_blanda	web-weaving
チュウガタシロカネグモ	S44_S_401	2018.07.19-025	7	-	-	3.79	7	Araneae	Tetragnathidae	Leucauge	Leucauge_blanda	web-weaving
チュウガタシロカネグモ	S44_S_364	2018.07.17-140	7	-	-	2.79	7	Araneae	Tetragnathidae	Leucauge	Leucauge_blanda	web-weaving
チュウガタシロカネグモ	S44_S_365	2018.07.17-141	7	-	-	3.14	7	Araneae	Tetragnathidae	Leucauge	Leucauge_blanda	web-weaving
チュウガタシロカネグモ	S44_S_419	2018.07.19-043	7	-	-	4.46	7	Araneae	Tetragnathidae	Leucauge	Leucauge_blanda	web-weaving
チュウガタシロカネグモ	S44_S_361	2018.07.17-137	7	-	-	3.33	7	Araneae	Tetragnathidae	Leucauge	Leucauge_blanda	web-weaving
チュウガタシロカネグモ	S44_S_375	2018.07.17-151	7	-	-	4.52	7	Araneae	Tetragnathidae	Leucauge	Leucauge_blanda	web-weaving
チュウガタシロカネグモ	S44_S_415	2018.07.19-039	7	-	-	4.81	7	Araneae	Tetragnathidae	Leucauge	Leucauge_blanda	web-weaving
チュウガタシロカネグモ	S44_S_411	2018.07.19-035	7	-	-	6.87	7	Araneae	Tetragnathidae	Leucauge	Leucauge_blanda	web-weaving
チュウガタシロカネグモ	S44_S_413	2018.07.19-037	7	-	-	5.09	7	Araneae	Tetragnathidae	Leucauge	Leucauge_blanda	web-weaving
ッ�ガグモ�	S45_S_647	2018.05.17-063	5	-	-	-	44	Araneae	Linyphiidae	Bathyphantes	Bathyphantes_sp.	web-weaving
トガリアシナガグモ	S45_S_185	2018.04.27-009	4	-	-	-	6	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha_caudicula	web-weaving
トガリアシナガグモ	S45_S_070	2018.04.17-070	4	2	2	-	6	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha_caudicula	web-weaving
トガリアシナガグモ	S45_S_181	2018.04.27-005	4	-	-	-	6	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha_caudicula	web-weaving
トガリアシナガグモ	S45_S_151	2018.04.18-007	4	-	-	-	6	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha_caudicula	web-weaving
トガリアシナガグモ	S45_S_068	2018.04.17-068	4	2	2	-	6	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha_caudicula	web-weaving
トガリアシナガグモ	S43_S_484	2018.10.19-060	10	2	2	6.68	6	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha_caudicula	web-weaving
トガリアシナガグモ	S45_S_190	2018.04.27-014	4	-	-	-	6	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha_caudicula	web-weaving
トガリアシナガグモ	S45_S_157	2018.04.18-013	4	-	-	-	6	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha_caudicula	web-weaving
トガリアシナガグモ	S43_S_481	2018.10.19-057	10	2	2	8.76	6	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha_caudicula	web-weaving
トガリアシナガグモ	S43_S_184	2018.09.25-064	9	2	2	6.29	6	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha_caudicula	web-weaving
トガリアシナガグモ	S43_S_025	2018.09.11-025	9	2	2	4.27	6	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha_caudicula	web-weaving
トガリアシナガグモ	S43_S_191	2018.09.25-071	9	2	2	4.94	6	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha_caudicula	web-weaving
トガリアシナガグモ	S43_S_178	2018.09.25-058	9	2	2	5.06	6	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha_caudicula	web-weaving
トガリアシナガグモ	S43_S_222	2018.09.25-102	9	2	2	6.98	6	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha_caudicula	web-weaving
トガリアシナガグモ	S43_S_125	2018.09.25-005	9	2	2	5.8	6	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha_caudicula	web-weaving
トガリアシナガグモ	S43_S_218	2018.09.25-098	9	2	2	5.96	6	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha_caudicula	web-weaving
トガリアシナガグモ	S43_S_219	2018.09.25-099	9	2	2	6.74	6	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha_caudicula	web-weaving
トガリアシナガグモ	S43_S_192	2018.09.25-072	9	2	2	7.52	6	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha_caudicula	web-weaving
トガリアシナガグモ	S43_S_223	2018.09.25-103	9	2	2	5.2	6	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha_caudicula	web-weaving
トガリアシナガグモ	S43_S_190	2018.09.25-070	9	2	2	5.82	6	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha_caudicula	web-weaving
トガリアシナガグモ	S43_S_231	2018.10.16-007	10	2	2	7.05	6	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha_caudicula	web-weaving
トガリアシナガグモ	S43_S_259	2018.10.16-035	10	2	2	7.59	6	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha_caudicula	web-weaving
トガリアシナガグモ	S43_S_089	2018.09.13-017	9	2	2	3.5	6	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha_caudicula	web-weaving
トガリアシナガグモ	S43_S_243	2018.10.16-019	10	2	2	8.87	6	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha_caudicula	web-weaving
トガリアシナガグモ	S43_S_019	2018.09.11-019	9	2	2	4.15	6	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha_caudicula	web-weaving
トガリアシナガグモ	S43_S_268	2018.10.16-044	10	2	2	7.92	6	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha_caudicula	web-weaving
トガリアシナガグモ	S43_S_490	2018.10.19-066	10	2	2	9.4	6	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha_caudicula	web-weaving
トガリアシナガグモ	S43_S_121	2018.09.25-001	9	2	2	6.84	6	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha_caudicula	web-weaving
トガリアシナガグモ	S43_S_228	2018.10.16-004	10	2	2	8.49	6	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha_caudicula	web-weaving
トガリアシナガグモ	S44_S_015	2018.06.12-015	6	-	-	5.35	6	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha_caudicula	web-weaving
トガリアシナガグモ	S44_S_049	2018.06.12-049	6	-	-	4.54	6	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha_caudicula	web-weaving
トガリアシナガグモ	S43_S_492	2018.10.19-068	10	2	2	8.81	6	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha_caudicula	web-weaving
トガリアシナガグモ	S43_S_134	2018.09.25-014	9	2	2	3.95	6	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha_caudicula	web-weaving
トガリアシナガグモ	S43_S_155	2018.09.25-035	9	1	4	6.17	6	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha_caudicula	web-weaving
トガリアシナガグモ	S43_S_347	2018.10.17-051	10	2	2	6.89	6	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha_caudicula	web-weaving
トガリアシナガグモ	S43_S_350	2018.10.17-054	10	2	2	6.56	6	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha_caudicula	web-weaving
トガリアシナガグモ	S43_S_356	2018.10.17-060	10	2	2	7.93	6	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha_caudicula	web-weaving
トガリアシナガグモ	S43_S_359	2018.10.17-063	10	2	2	7.36	6	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha_caudicula	web-weaving
トガリアシナガグモ	S43_S_371	2018.10.17-075	10	2	2	6.06	6	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha_caudicula	web-weaving
トガリアシナガグモ	S43_S_373	2018.10.17-077	10	0	3	10.2	6	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha_caudicula	web-weaving
トガリアシナガグモ	S43_S_374	2018.10.17-078	10	2	2	8.85	6	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha_caudicula	web-weaving
トガリアシナガグモ	S43_S_197	2018.09.25-077	9	2	2	6.84	6	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha_caudicula	web-weaving
トガリアシナガグモ	S43_S_401	2018.10.17-105	10	2	2	7.48	6	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha_caudicula	web-weaving
トガリアシナガグモ	S43_S_209	2018.09.25-089	9	2	2	6.01	6	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha_caudicula	web-weaving
トガリアシナガグモ	S43_S_011	2018.09.11-011	9	2	2	4.5	6	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha_caudicula	web-weaving
トガリアシナガグモ	S43_S_217	2018.09.25-097	9	2	2	6.29	6	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha_caudicula	web-weaving
トガリアシナガグモ	S43_S_423	2018.10.17-127	10	2	2	6.58	6	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha_caudicula	web-weaving
トガリアシナガグモ	S43_S_444	2018.10.19-020	10	2	2	6.94	6	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha_caudicula	web-weaving
トガリアシナガグモ	S43_S_449	2018.10.19-025	10	2	2	7.86	6	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha_caudicula	web-weaving
トガリアシナガグモ	S43_S_452	2018.10.19-028	10	2	2	7.41	6	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha_caudicula	web-weaving
トガリアシナガグモ	S43_S_459	2018.10.19-035	10	2	2	7.82	6	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha_caudicula	web-weaving
トガリアシナガグモ	S43_S_467	2018.10.19-043	10	2	2	8.57	6	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha_caudicula	web-weaving
トガリアシナガグモ	S43_S_522	2018.10.19-078	10	2	2	8.65	6	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha_caudicula	web-weaving
トガリアシナガグモ	S44_S_148	2018.06.19-012	6	-	-	4.18	6	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha_caudicula	web-weaving
トガリアシナガグモ	S44_S_149	2018.06.19-013	6	-	-	7	6	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha_caudicula	web-weaving
トガリアシナガグモ	S44_S_151	2018.06.19-015	6	-	-	7.8	6	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha_caudicula	web-weaving
トガリアシナガグモ	S43_S_406	2018.10.17-110	10	0	4	8.31	6	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha_caudicula	web-weaving
トガリアシナガグモ	S43_S_214	2018.09.25-094	9	2	2	5.04	6	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha_caudicula	web-weaving
トガリアシナガグモ	S43_S_252	2018.10.16-028	10	2	2	8.04	6	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha_caudicula	web-weaving
トガリアシナガグモ	S45_S_233	2018.04.27-057	4	-	-	-	6	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha_caudicula	web-weaving
トガリアシナガグモ	S43_S_256	2018.10.16-032	10	2	2	8.11	6	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha_caudicula	web-weaving
トガリアシナガグモ	S45_S_295	2018.04.27-119	4	-	-	-	6	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha_caudicula	web-weaving
トガリアシナガグモ	S43_S_261	2018.10.16-037	10	2	2	8.63	6	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha_caudicula	web-weaving
トガリアシナガグモ	S43_S_266	2018.10.16-042	10	2	2	7.59	6	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha_caudicula	web-weaving
トガリアシナガグモ	S43_S_267	2018.10.16-043	10	2	2	6.48	6	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha_caudicula	web-weaving
トガリアシナガグモ	S45_S_322	2018.05.11-018	5	-	-	-	6	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha_caudicula	web-weaving
トガリアシナガグモ	S43_S_126	2018.09.25-006	9	2	2	6.08	6	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha_caudicula	web-weaving
トガリアシナガグモ	S43_S_127	2018.09.25-007	9	2	2	5.82	6	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha_caudicula	web-weaving
トガリアシナガグモ	S43_S_276	2018.10.16-052	10	2	2	6.86	6	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha_caudicula	web-weaving
トガリアシナガグモ	S44_S_167	2018.06.19-031	6	-	-	4.21	6	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha_caudicula	web-weaving
トガリアシナガグモ	S43_S_418	2018.10.17-122	10	0	4	8.66	6	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha_caudicula	web-weaving
トガリアシナガグモ	S43_S_421	2018.10.17-125	10	0	4	7.74	6	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha_caudicula	web-weaving
トガリアシナガグモ	S45_S_409	2018.05.14-049	5	-	-	-	6	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha_caudicula	web-weaving
トガリアシナガグモ	S45_S_411	2018.05.14-051	5	-	-	-	6	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha_caudicula	web-weaving
トガリアシナガグモ	S45_S_424	2018.05.14-064	5	-	-	-	6	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha_caudicula	web-weaving
トガリアシナガグモ	S45_S_427	2018.05.14-067	5	-	-	-	6	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha_caudicula	web-weaving
トガリアシナガグモ	S45_S_440	2018.05.14-080	5	-	-	-	6	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha_caudicula	web-weaving
トガリアシナガグモ	S45_S_477	2018.05.15-013	5	-	-	-	6	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha_caudicula	web-weaving
トガリアシナガグモ	S45_S_507	2018.05.15-043	5	-	-	-	6	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha_caudicula	web-weaving
トガリアシナガグモ	S45_S_513	2018.05.15-049	5	-	-	-	6	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha_caudicula	web-weaving
トガリアシナガグモ	S45_S_514	2018.05.15-050	5	-	-	-	6	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha_caudicula	web-weaving
トガリアシナガグモ	S43_S_393	2018.10.17-097	10	2	2	7.13	6	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha_caudicula	web-weaving
